brand,screenSize,energyConsumption,star,screenTech
hubbl,65.0,240.0,7.0,LED
hubbl glass,43.0,200.0,5.0,LED
hubbl glass,55.0,240.0,6.0,LED
hyundai,50.0,276.0,5.0,LED
hyundai,50.0,227.0,6.0,LED
hyundai,55.0,268.0,6.0,LED
hyundai,65.0,373.0,6.0,LED
hyundai,75.0,750.0,4.0,LED
hyundai,75.0,477.0,6.0,LED
iluma,24.0,112.0,3.5,LCD
iluma,24.0,112.0,3.5,LCD
iluma,24.0,112.0,3.5,LCD
iluma,24.0,112.0,3.5,LCD
iluma,24.0,112.0,3.5,LCD
iluma,24.0,112.0,3.5,LCD
iluma,24.0,112.0,3.5,LCD
iluma,32.0,119.0,5.0,LCD
iluma,32.0,119.0,5.0,LCD
iluma,32.0,119.0,5.0,LCD
iluma,32.0,119.0,5.0,LCD
iluma,32.0,119.0,5.0,LCD
iluma,32.0,119.0,5.0,LCD
iluma,32.0,119.0,5.0,LCD
jvc,24.0,70.0,5.5,LED
jvc,31.0,130.0,5.0,LCD
jvc,31.0,104.0,6.0,LED
jvc,31.0,130.0,5.0,LED
jvc,32.0,145.0,4.5,LCD
jvc,32.0,110.0,5.5,LED
jvc,32.0,110.0,5.5,LED
jvc,32.0,150.0,4.0,LED
jvc,32.0,145.0,4.5,LED
jvc,32.0,130.0,5.0,LED
jvc,32.0,110.0,5.5,LED
jvc,32.0,108.0,5.5,LCD
jvc,32.0,108.0,5.5,LCD
jvc,32.0,118.0,5.5,LCD
jvc,32.0,118.0,5.5,LCD
jvc,39.0,148.0,6.0,LED
jvc,40.0,198.0,4.5,LED
jvc,40.0,151.0,6.0,LED
jvc,40.0,210.0,4.5,LED
jvc,40.0,186.0,5.0,LCD
jvc,40.0,259.0,3.5,LED
jvc,41.0,230.0,4.5,LCD
jvc,42.0,150.0,6.0,LCD
jvc,42.0,235.0,4.5,LCD
jvc,42.0,205.0,5.0,LCD
jvc,42.0,235.0,4.5,LED
jvc,42.0,269.0,4.0,LCD
jvc,42.0,229.0,4.5,LED
jvc,42.0,212.0,5.0,LCD
jvc,42.0,163.0,6.0,LED
jvc,43.0,196.0,5.0,LCD
jvc,49.0,253.0,5.0,LCD
jvc,49.0,376.0,3.5,LCD
jvc,49.0,354.0,4.0,LCD
jvc,49.0,265.0,5.0,LED
jvc,49.0,210.0,6.0,LED
jvc,49.0,407.0,3.0,LCD
jvc,50.0,256.0,5.0,LED
jvc,50.0,210.0,6.0,LED
jvc,50.0,210.0,6.0,LED
jvc,50.0,374.0,3.5,LCD
jvc,54.0,375.0,4.5,LCD
jvc,54.0,375.0,4.5,LCD
jvc,55.0,247.0,6.0,LED
jvc,55.0,320.0,5.0,LED
jvc,55.0,330.0,5.0,LCD
jvc,55.0,270.0,6.0,LED
jvc,55.0,320.0,5.0,LED
jvc,55.0,320.0,5.0,LED
jvc,55.0,464.0,3.5,LCD
jvc,55.0,358.0,4.5,LCD
jvc,55.0,400.0,4.0,LCD
jvc,55.0,247.0,6.0,LED
jvc,55.0,247.0,6.0,LED
jvc,55.0,247.0,6.0,LED
jvc,55.0,247.0,6.0,LED
jvc,55.0,247.0,6.0,LED
jvc,55.0,360.0,4.5,LED
jvc,55.0,430.0,3.5,LCD
jvc,57.0,468.0,4.0,LCD
jvc,57.0,468.0,4.0,LED
jvc,58.0,357.0,5.0,LED
jvc,64.0,512.0,4.5,LCD
jvc,64.0,512.0,4.5,LCD
jvc,64.0,512.0,4.5,LCD
jvc,64.0,370.0,6.0,LED
jvc,64.0,580.0,4.0,LED
jvc,64.0,499.0,4.5,LED
jvc,64.0,415.0,5.5,LED
jvc,64.0,448.0,5.0,LED
jvc,64.0,448.0,5.0,LED
jvc,64.0,448.0,5.0,LED
jvc,64.0,448.0,5.0,LED
jvc,64.0,448.0,5.0,LED
jvc,65.0,430.0,5.0,LED
jvc,74.0,811.0,3.5,LCD
jvc,74.0,758.0,4.0,LED
jvc,75.0,466.0,6.0,LED
jvc,75.0,466.0,6.0,LED
jvc,75.0,431.0,6.0,LED
jvc,98.0,872.0,5.5,LED
kodak,32.0,90.0,6.0,LCD
kodak,39.0,150.0,6.0,LCD
kodak,55.0,256.0,6.0,LCD
kodak,64.0,358.0,6.0,LCD
kodak,65.0,367.0,6.0,LED
kogan,19.0,62.0,5.0,LCD
kogan,19.0,62.0,5.0,LED
kogan,19.0,62.0,5.0,LED
kogan,19.0,62.0,5.0,LED
kogan,22.0,95.0,3.5,LCD
kogan,22.0,95.0,3.5,LCD
kogan,22.0,95.0,3.5,LCD
kogan,22.0,95.0,3.5,LCD
kogan,22.0,95.0,3.5,LCD
kogan,24.0,68.0,6.0,LED
kogan,24.0,67.0,6.0,LED
kogan,24.0,67.0,6.0,LED
kogan,24.0,67.0,6.0,LED
kogan,24.0,67.0,6.0,LED
kogan,24.0,67.0,6.0,LED
kogan,24.0,67.0,6.0,LED
kogan,24.0,95.0,4.5,LED
kogan,24.0,95.0,4.5,LED
kogan,24.0,95.0,4.5,LED
kogan,24.0,95.0,4.5,LED
kogan,24.0,95.0,4.5,LED
kogan,24.0,94.0,4.5,LCD
kogan,24.0,94.0,4.5,LCD
kogan,24.0,94.0,4.5,LCD
kogan,24.0,94.0,4.5,LCD
kogan,24.0,94.0,4.5,LCD
kogan,24.0,94.0,4.5,LCD
kogan,24.0,83.0,5.0,LCD
kogan,24.0,83.0,5.0,LCD
kogan,24.0,83.0,5.0,LCD
kogan,24.0,83.0,5.0,LCD
kogan,24.0,83.0,5.0,LCD
kogan,24.0,83.0,5.0,LCD
kogan,24.0,83.0,5.0,LCD
kogan,24.0,68.0,6.0,LED
kogan,24.0,68.0,6.0,LED
kogan,24.0,77.0,5.0,LED
kogan,24.0,77.0,5.0,LED
kogan,24.0,77.0,5.0,LED
kogan,24.0,70.0,5.5,LED
kogan,24.0,84.0,5.0,LED
kogan,24.0,70.0,5.5,LED
kogan,24.0,70.0,5.5,LED
kogan,24.0,84.0,5.0,LED
kogan,24.0,83.0,5.0,LED
kogan,24.0,83.0,5.0,LED
kogan,24.0,83.0,5.0,LED
kogan,24.0,83.0,5.0,LED
kogan,24.0,83.0,5.0,LED
kogan,24.0,83.0,5.0,LED
kogan,24.0,96.0,4.5,LED
kogan,24.0,100.0,4.0,LCD
kogan,31.0,152.0,4.0,LED
kogan,31.0,152.0,4.0,LED
kogan,31.0,152.0,4.0,LED
kogan,31.0,152.0,4.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,104.0,6.0,LED
kogan,31.0,145.0,4.5,LED
kogan,31.0,145.0,4.5,LED
kogan,31.0,145.0,4.5,LED
kogan,32.0,131.0,5.0,LED
kogan,32.0,131.0,5.0,LED
kogan,32.0,131.0,5.0,LED
kogan,32.0,131.0,5.0,LED
kogan,32.0,131.0,5.0,LED
kogan,32.0,116.0,5.5,LED
kogan,32.0,131.0,5.0,LCD
kogan,32.0,131.0,5.0,LCD
kogan,32.0,131.0,5.0,LCD
kogan,32.0,131.0,5.0,LCD
kogan,32.0,131.0,5.0,LCD
kogan,32.0,131.0,5.0,LCD
kogan,32.0,131.0,5.0,LCD
kogan,32.0,119.0,5.0,LED
kogan,32.0,110.0,5.5,LED
kogan,32.0,110.0,5.5,LED
kogan,32.0,110.0,5.5,LED
kogan,32.0,110.0,5.5,LED
kogan,32.0,130.0,5.0,LED
kogan,32.0,130.0,5.0,LED
kogan,32.0,130.0,5.0,LED
kogan,32.0,145.0,4.5,LED
kogan,32.0,145.0,4.5,LED
kogan,32.0,145.0,4.5,LED
kogan,32.0,145.0,4.5,LED
kogan,32.0,145.0,4.5,LED
kogan,39.0,148.0,6.0,LED
kogan,39.0,148.0,6.0,LED
kogan,39.0,149.0,6.0,LED
kogan,39.0,149.0,6.0,LED
kogan,39.0,149.0,6.0,LED
kogan,39.0,149.0,6.0,LED
kogan,39.0,149.0,6.0,LED
kogan,39.0,149.0,6.0,LED
kogan,39.0,149.0,6.0,LED
kogan,39.0,149.0,6.0,LED
kogan,39.0,149.0,6.0,LED
kogan,39.0,149.0,6.0,LED
kogan,39.0,149.0,6.0,LED
kogan,39.0,149.0,6.0,LED
kogan,39.0,148.0,6.0,LED
kogan,39.0,148.0,6.0,LED
kogan,39.0,148.0,6.0,LED
kogan,39.0,148.0,6.0,LED
kogan,39.0,148.0,6.0,LED
kogan,39.0,148.0,6.0,LED
kogan,40.0,178.0,5.0,LED
kogan,40.0,151.0,6.0,LED
kogan,40.0,151.0,6.0,LED
kogan,40.0,151.0,6.0,LED
kogan,40.0,151.0,6.0,LED
kogan,40.0,151.0,6.0,LED
kogan,40.0,151.0,6.0,LED
kogan,40.0,151.0,6.0,LED
kogan,40.0,148.0,6.0,LED
kogan,40.0,158.0,5.5,LED
kogan,40.0,158.0,5.5,LED
kogan,40.0,158.0,5.5,LED
kogan,40.0,210.0,4.5,LED
kogan,40.0,210.0,4.5,LED
kogan,40.0,210.0,4.5,LED
kogan,41.0,205.0,5.0,LED
kogan,41.0,205.0,5.0,LED
kogan,41.0,205.0,5.0,LED
kogan,41.0,205.0,5.0,LED
kogan,41.0,205.0,5.0,LED
kogan,41.0,155.0,6.0,LED
kogan,41.0,155.0,6.0,LED
kogan,41.0,163.0,6.0,LED
kogan,41.0,163.0,6.0,LED
kogan,41.0,163.0,6.0,LED
kogan,41.0,163.0,6.0,LED
kogan,41.0,163.0,6.0,LED
kogan,41.0,163.0,6.0,LED
kogan,41.0,163.0,6.0,LED
kogan,42.0,159.0,6.0,LED
kogan,42.0,180.0,5.5,LED
kogan,42.0,180.0,5.5,LED
kogan,42.0,180.0,5.5,LED
kogan,42.0,180.0,5.5,LED
kogan,42.0,180.0,5.5,LED
kogan,42.0,258.0,4.0,LED
kogan,42.0,265.0,4.0,LED
kogan,42.0,203.0,5.0,LED
kogan,42.0,203.0,5.0,LED
kogan,42.0,203.0,5.0,LED
kogan,42.0,203.0,5.0,LED
kogan,42.0,203.0,5.0,LED
kogan,42.0,214.0,5.0,LED
kogan,42.0,214.0,5.0,LED
kogan,42.0,214.0,5.0,LED
kogan,42.0,214.0,5.0,LED
kogan,42.0,214.0,5.0,LED
kogan,42.0,214.0,5.0,LED
kogan,42.0,223.0,4.5,LED
kogan,42.0,229.0,4.5,LED
kogan,42.0,229.0,4.5,LED
kogan,42.0,229.0,4.5,LED
kogan,42.0,338.0,3.0,LED
kogan,42.0,338.0,3.0,LED
kogan,42.0,338.0,3.0,LED
kogan,42.0,240.0,4.5,LCD
kogan,42.0,353.0,2.5,LED
kogan,42.0,353.0,2.5,LED
kogan,42.0,353.0,2.5,LED
kogan,42.0,353.0,2.5,LED
kogan,42.0,353.0,2.5,LED
kogan,43.0,185.0,5.5,LED
kogan,43.0,184.0,5.5,LED
kogan,43.0,194.0,5.5,LED
kogan,43.0,194.0,5.5,LED
kogan,43.0,194.0,5.5,LED
kogan,43.0,194.0,5.5,LED
kogan,43.0,194.0,5.5,LED
kogan,43.0,221.0,4.5,LED
kogan,43.0,221.0,4.5,LED
kogan,43.0,221.0,4.5,LED
kogan,43.0,221.0,4.5,LED
kogan,43.0,188.0,5.5,LED
kogan,48.0,331.0,4.0,OLED
kogan,48.0,331.0,4.0,OLED
kogan,48.0,331.0,4.0,OLED
kogan,48.0,331.0,4.0,OLED
kogan,48.0,331.0,4.0,OLED
kogan,48.0,331.0,4.0,OLED
kogan,49.0,313.0,4.5,LCD
kogan,49.0,258.0,5.0,LED
kogan,49.0,247.0,5.5,LED
kogan,49.0,258.0,5.0,LED
kogan,49.0,305.0,4.5,LED
kogan,49.0,283.0,5.0,LED
kogan,49.0,283.0,5.0,LED
kogan,49.0,284.0,5.0,LED
kogan,49.0,284.0,5.0,LED
kogan,49.0,331.0,4.0,LED
kogan,49.0,284.0,5.0,LED
kogan,49.0,284.0,5.0,LED
kogan,49.0,277.0,5.0,LED
kogan,49.0,277.0,5.0,LED
kogan,49.0,277.0,5.0,LED
kogan,49.0,277.0,5.0,LED
kogan,49.0,382.0,3.5,LED
kogan,49.0,382.0,3.5,LED
kogan,49.0,382.0,3.5,LED
kogan,49.0,382.0,3.5,LED
kogan,49.0,276.0,5.0,LED
kogan,49.0,276.0,5.0,LED
kogan,49.0,276.0,5.0,LED
kogan,49.0,276.0,5.0,LED
kogan,49.0,276.0,5.0,LED
kogan,49.0,276.0,5.0,LED
kogan,49.0,276.0,5.0,LED
kogan,49.0,276.0,5.0,LED
kogan,49.0,276.0,5.0,LED
kogan,49.0,276.0,5.0,LED
kogan,49.0,396.0,3.5,LED
kogan,49.0,284.0,5.0,LED
kogan,49.0,284.0,5.0,LED
kogan,49.0,284.0,5.0,LED
kogan,49.0,284.0,5.0,LED
kogan,49.0,284.0,5.0,LED
kogan,49.0,284.0,5.0,LED
kogan,50.0,398.0,3.5,LED
kogan,50.0,398.0,3.5,LED
kogan,50.0,398.0,3.5,LED
kogan,50.0,398.0,3.5,LED
kogan,50.0,398.0,3.5,LED
kogan,50.0,398.0,3.5,LED
kogan,50.0,395.0,3.5,LED
kogan,50.0,395.0,3.5,LED
kogan,50.0,395.0,3.5,LED
kogan,50.0,395.0,3.5,LED
kogan,50.0,395.0,3.5,LED
kogan,50.0,395.0,3.5,LED
kogan,50.0,261.0,5.0,LED
kogan,50.0,290.0,4.5,LED
kogan,50.0,290.0,4.5,LED
kogan,50.0,260.0,5.0,LED
kogan,50.0,210.0,6.0,LED
kogan,50.0,210.0,6.0,LED
kogan,50.0,210.0,6.0,LED
kogan,50.0,210.0,6.0,LED
kogan,50.0,210.0,6.0,LED
kogan,50.0,210.0,6.0,LED
kogan,50.0,210.0,6.0,LED
kogan,50.0,210.0,6.0,LED
kogan,50.0,210.0,6.0,LED
kogan,50.0,285.0,5.0,LED
kogan,50.0,285.0,5.0,LED
kogan,50.0,285.0,5.0,LED
kogan,50.0,285.0,5.0,LED
kogan,50.0,285.0,5.0,LED
kogan,50.0,250.0,5.5,LED
kogan,55.0,295.0,5.5,LED
kogan,55.0,295.0,5.5,LED
kogan,55.0,295.0,5.5,LED
kogan,55.0,295.0,5.5,LED
kogan,55.0,295.0,5.5,LED
kogan,55.0,424.0,4.0,OLED
kogan,55.0,375.0,4.5,LED
kogan,55.0,375.0,4.5,LED
kogan,55.0,375.0,4.5,LED
kogan,55.0,375.0,4.5,LED
kogan,55.0,415.0,4.0,LCD
kogan,55.0,320.0,5.0,LED
kogan,55.0,338.0,5.0,LED
kogan,55.0,338.0,5.0,LED
kogan,55.0,441.0,3.5,LED
kogan,55.0,339.0,5.0,LED
kogan,55.0,339.0,5.0,LED
kogan,55.0,339.0,5.0,LED
kogan,55.0,339.0,5.0,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,475.0,3.5,LED
kogan,55.0,260.0,6.0,LED
kogan,55.0,260.0,6.0,LED
kogan,55.0,260.0,6.0,LED
kogan,55.0,427.0,4.0,LED
kogan,55.0,427.0,4.0,LED
kogan,55.0,427.0,4.0,LED
kogan,55.0,427.0,4.0,LED
kogan,55.0,427.0,4.0,LED
kogan,55.0,427.0,4.0,LED
kogan,55.0,425.0,4.0,LED
kogan,55.0,425.0,4.0,LED
kogan,55.0,425.0,4.0,LED
kogan,55.0,425.0,4.0,LED
kogan,55.0,425.0,4.0,LED
kogan,55.0,425.0,4.0,LED
kogan,55.0,270.0,6.0,LED
kogan,55.0,320.0,5.0,LED
kogan,55.0,320.0,5.0,LED
kogan,55.0,320.0,5.0,LED
kogan,55.0,320.0,5.0,LED
kogan,55.0,320.0,5.0,LED
kogan,55.0,320.0,5.0,LED
kogan,55.0,330.0,5.0,LED
kogan,55.0,320.0,5.0,LED
kogan,55.0,247.0,6.0,LED
kogan,55.0,247.0,6.0,LED
kogan,55.0,247.0,6.0,LED
kogan,55.0,247.0,6.0,LED
kogan,55.0,247.0,6.0,LED
kogan,55.0,247.0,6.0,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,302.0,5.5,LED
kogan,55.0,378.0,4.5,LED
kogan,55.0,378.0,4.5,LED
kogan,55.0,378.0,4.5,LED
kogan,55.0,378.0,4.5,LED
kogan,55.0,378.0,4.5,LED
kogan,55.0,378.0,4.5,LED
kogan,55.0,280.0,5.5,LED
kogan,55.0,378.0,4.5,OLED
kogan,55.0,378.0,4.5,OLED
kogan,55.0,378.0,4.5,OLED
kogan,55.0,378.0,4.5,OLED
kogan,55.0,378.0,4.5,OLED
kogan,55.0,378.0,4.5,OLED
kogan,57.0,448.0,4.0,LED
kogan,58.0,336.0,5.5,LED
kogan,58.0,336.0,5.5,LED
kogan,58.0,336.0,5.5,LED
kogan,58.0,271.0,6.0,LED
kogan,58.0,271.0,6.0,LED
kogan,58.0,271.0,6.0,LED
kogan,58.0,271.0,6.0,LED
kogan,58.0,271.0,6.0,LED
kogan,58.0,410.0,4.5,LED
kogan,58.0,420.0,4.5,LED
kogan,58.0,420.0,4.5,LED
kogan,58.0,420.0,4.5,LED
kogan,60.0,405.0,5.0,LCD
kogan,60.0,405.0,5.0,LCD
kogan,60.0,405.0,5.0,LCD
kogan,60.0,405.0,5.0,LCD
kogan,60.0,405.0,5.0,LCD
kogan,60.0,405.0,5.0,LCD
kogan,64.0,520.0,4.5,LED
kogan,64.0,520.0,4.5,LED
kogan,64.0,520.0,4.5,LED
kogan,64.0,520.0,4.5,LED
kogan,64.0,520.0,4.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,382.0,5.5,LCD
kogan,64.0,572.0,4.0,LCD
kogan,64.0,426.0,5.0,LED
kogan,64.0,426.0,5.0,LED
kogan,64.0,514.0,4.5,LED
kogan,64.0,536.0,4.0,LED
kogan,64.0,572.0,4.0,LED
kogan,64.0,579.0,4.0,LED
kogan,64.0,579.0,4.0,LED
kogan,64.0,579.0,4.0,LED
kogan,64.0,579.0,4.0,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,404.0,5.5,LED
kogan,64.0,809.0,2.5,LED
kogan,64.0,371.0,6.0,LED
kogan,64.0,371.0,6.0,LED
kogan,64.0,371.0,6.0,LED
kogan,64.0,371.0,6.0,LED
kogan,64.0,371.0,6.0,LED
kogan,64.0,371.0,6.0,LED
kogan,65.0,560.0,4.0,LED
kogan,65.0,560.0,4.0,LED
kogan,65.0,560.0,4.0,LED
kogan,65.0,560.0,4.0,LED
kogan,65.0,560.0,4.0,LED
kogan,65.0,560.0,4.0,LED
kogan,65.0,580.0,4.0,LED
kogan,65.0,580.0,4.0,LED
kogan,65.0,580.0,4.0,LED
kogan,65.0,580.0,4.0,LED
kogan,65.0,580.0,4.0,LED
kogan,65.0,580.0,4.0,LED
kogan,65.0,395.0,5.5,LED
kogan,65.0,348.0,6.0,LED
kogan,65.0,385.0,5.5,LED
kogan,65.0,385.0,5.5,LED
kogan,65.0,385.0,5.5,LED
kogan,65.0,385.0,5.5,LED
kogan,65.0,385.0,5.5,LED
kogan,65.0,385.0,5.5,LED
kogan,65.0,385.0,5.5,LED
kogan,65.0,386.0,5.5,LED
kogan,65.0,386.0,5.5,LED
kogan,65.0,579.0,4.0,LED
kogan,65.0,579.0,4.0,LED
kogan,65.0,579.0,4.0,LED
kogan,65.0,579.0,4.0,LED
kogan,65.0,579.0,4.0,LED
kogan,65.0,371.0,6.0,LED
kogan,65.0,371.0,6.0,LED
kogan,65.0,371.0,6.0,LED
kogan,65.0,371.0,6.0,LED
kogan,65.0,371.0,6.0,LED
kogan,65.0,371.0,6.0,LED
kogan,65.0,400.0,5.5,LED
kogan,65.0,459.0,5.0,OLED
kogan,65.0,459.0,5.0,OLED
kogan,65.0,459.0,5.0,OLED
kogan,65.0,459.0,5.0,OLED
kogan,65.0,459.0,5.0,OLED
kogan,65.0,459.0,5.0,OLED
kogan,65.0,372.0,6.0,LED
kogan,65.0,372.0,6.0,LED
kogan,65.0,372.0,6.0,LED
kogan,65.0,372.0,6.0,LED
kogan,65.0,372.0,6.0,LED
kogan,65.0,586.0,4.0,OLED
kogan,65.0,532.0,4.5,LED
kogan,65.0,532.0,4.5,LED
kogan,65.0,532.0,4.5,LED
kogan,65.0,532.0,4.5,LED
kogan,65.0,532.0,4.5,LED
kogan,65.0,532.0,4.5,LED
kogan,69.0,532.0,5.0,LED
kogan,69.0,532.0,5.0,LED
kogan,70.0,667.0,4.0,LED
kogan,70.0,667.0,4.0,LED
kogan,70.0,667.0,4.0,LED
kogan,70.0,667.0,4.0,LED
kogan,70.0,667.0,4.0,LED
kogan,70.0,667.0,4.0,LED
kogan,70.0,538.0,5.0,LED
kogan,70.0,538.0,5.0,LED
kogan,70.0,538.0,5.0,LED
kogan,70.0,538.0,5.0,LED
kogan,70.0,538.0,5.0,LED
kogan,70.0,538.0,5.0,LED
kogan,70.0,538.0,5.0,LED
kogan,70.0,538.0,5.0,LED
kogan,70.0,538.0,5.0,LED
kogan,70.0,538.0,5.0,LED
kogan,70.0,538.0,5.0,LED
kogan,70.0,580.0,4.5,LED
kogan,70.0,550.0,4.5,LED
kogan,70.0,515.0,5.0,LCD
kogan,70.0,660.0,4.0,LED
kogan,75.0,643.0,4.5,LED
kogan,75.0,643.0,4.5,LED
kogan,75.0,643.0,4.5,LED
kogan,75.0,643.0,4.5,LED
kogan,75.0,667.0,4.5,LCD
kogan,75.0,608.0,5.0,LED
kogan,75.0,627.0,4.5,LED
kogan,75.0,536.0,5.5,LED
kogan,75.0,488.0,6.0,LED
kogan,75.0,667.0,4.5,LED
kogan,75.0,667.0,4.5,LED
kogan,75.0,667.0,4.5,LED
kogan,75.0,667.0,4.5,LED
kogan,75.0,546.0,5.5,LED
kogan,75.0,546.0,5.5,LED
kogan,75.0,546.0,5.5,LED
kogan,75.0,546.0,5.5,LED
kogan,75.0,546.0,5.5,LED
kogan,75.0,681.0,4.5,LED
kogan,75.0,681.0,4.5,LED
kogan,75.0,681.0,4.5,LED
kogan,75.0,681.0,4.5,LED
kogan,75.0,681.0,4.5,LED
kogan,75.0,681.0,4.5,LED
kogan,75.0,488.0,6.0,LED
kogan,75.0,488.0,6.0,LED
kogan,75.0,488.0,6.0,LED
kogan,75.0,488.0,6.0,LED
kogan,75.0,488.0,6.0,LED
kogan,75.0,488.0,6.0,LED
kogan,75.0,609.0,5.0,LED
kogan,75.0,609.0,5.0,LED
kogan,75.0,609.0,5.0,LED
kogan,75.0,609.0,5.0,LED
kogan,75.0,609.0,5.0,LED
kogan,75.0,609.0,5.0,LED
kogan,75.0,765.0,4.0,LED
kogan,75.0,690.0,4.0,LED
kogan,75.0,690.0,4.0,LED
kogan,75.0,690.0,4.0,LED
kogan,75.0,690.0,4.0,LED
kogan,75.0,690.0,4.0,LED
kogan,75.0,690.0,4.0,LED
kogan,75.0,680.0,4.5,LED
kogan,75.0,680.0,4.5,LED
kogan,75.0,680.0,4.5,LED
kogan,75.0,680.0,4.5,LED
kogan,75.0,680.0,4.5,LED
kogan,75.0,680.0,4.5,LED
kogan,75.0,680.0,4.5,LED
kogan,75.0,475.0,6.0,LED
kogan,75.0,608.0,5.0,LED
kogan,75.0,608.0,5.0,LED
kogan,75.0,608.0,5.0,LED
kogan,75.0,608.0,5.0,LED
kogan,75.0,608.0,5.0,LED
kogan,75.0,608.0,5.0,LED
kogan,75.0,608.0,5.0,LED
kogan,75.0,608.0,5.0,LED
kogan,77.0,540.0,5.5,OLED
kogan,77.0,540.0,5.5,OLED
kogan,77.0,540.0,5.5,OLED
kogan,77.0,540.0,5.5,OLED
kogan,81.0,853.0,4.0,LED
kogan,81.0,733.0,4.5,LED
kogan,85.0,1090.0,3.5,LED
kogan,85.0,868.0,4.5,LED
kogan,85.0,868.0,4.5,LED
kogan,85.0,868.0,4.5,LED
kogan,85.0,868.0,4.5,LED
kogan,85.0,970.0,4.0,LED
kogan,85.0,974.0,4.0,LED
kogan,85.0,974.0,4.0,LED
kogan,85.0,974.0,4.0,LED
kogan,85.0,974.0,4.0,LED
kogan,85.0,974.0,4.0,LED
kogan,85.0,974.0,4.0,LED
kogan,85.0,974.0,4.0,LED
kogan,85.0,974.0,4.0,LED
kogan,85.0,974.0,4.0,LED
kogan,85.0,974.0,4.0,LED
kogan,85.0,1090.0,3.5,LED
kogan,85.0,1090.0,3.5,LED
kogan,85.0,1090.0,3.5,LED
kogan,85.0,1090.0,3.5,LED
kogan,85.0,1090.0,3.5,LED
kogan,86.0,1117.0,3.5,LED
kogan,86.0,1117.0,3.5,LED
kogan,86.0,1117.0,3.5,LED
kogan,86.0,1117.0,3.5,LED
kogan,86.0,1117.0,3.5,LED
kogan,97.0,1233.0,4.0,LED
kogan,98.0,1233.0,4.0,LED
kogan,98.0,1233.0,4.0,LED
kogan,98.0,1233.0,4.0,LED
kogan,98.0,1233.0,4.0,LED
kogan,98.0,1233.0,4.0,LED
kogan,98.0,1233.0,4.0,LED
kogan,98.0,1233.0,4.0,LED
kogan,98.0,1233.0,4.0,LED
kogan,98.0,1233.0,4.0,LED
kogan,98.0,1233.0,4.0,LED
kogan,98.0,1233.0,4.0,LED
kogan,100.0,1670.0,3.0,OLED
kogan,100.0,1670.0,3.0,OLED
kogan,100.0,1670.0,3.0,OLED
kogan,100.0,1670.0,3.0,OLED
kogan,100.0,1497.0,3.5,LED
kogan,100.0,1497.0,3.5,LED
kogan,100.0,1497.0,3.5,LED
kogan,100.0,1497.0,3.5,LED
kogan,100.0,1497.0,3.5,LED
kogan,100.0,1497.0,3.5,LED
kogan,100.0,1497.0,3.5,LED
konka,32.0,131.0,5.0,LED
konka,32.0,131.0,5.0,LED
konka,40.0,189.0,5.0,LED
konka,40.0,189.0,5.0,LED
konka,50.0,285.0,5.0,LED
konka,50.0,285.0,5.0,LED
konka,55.0,341.0,5.0,LED
konka,55.0,341.0,5.0,LED
lad,43.0,199.0,5.0,LED
lg,24.0,95.0,4.5,LED
lg,28.0,95.0,5.5,LED
lg,32.0,114.0,5.5,LED
lg,32.0,123.0,5.0,LED
lg,32.0,123.0,5.0,LED
lg,32.0,95.0,6.0,LED
lg,32.0,90.0,6.0,LED
lg,42.0,232.0,4.5,OLED
lg,42.0,232.0,4.5,OLED
lg,42.0,232.0,4.5,OLED
lg,42.0,232.0,4.5,OLED
lg,42.0,232.0,4.5,OLED
lg,42.0,232.0,4.5,OLED
